,Company,Tweet_Count,Text,Created_At,Retweets,Likes,URL,Cleaned_Text
269,ADBE,270,2022-01-14 Short sale volume (not short interest) for $NUAN is 33%. https://t.co/eBVbnQkcKm $INTU 48% $ADBE 42% $MSFT 39% $CSCO 31%,Sun Jan 16 07:00:02 +0000 2022,0,0,https://twitter.com/shortvolumes/status/1482608565814714369,20220114 short sale volume not short interest for is 33 48 42 39 31
271,ADBE,272,"@LuoshengPeng I like $u will rebuy jan 24 (taxes sale) but I’m long $adbe , I think meta uses will take very long and $adbe should benefit in real world products as the meta awareness stimulate creativity .  https://t.co/vi8e08HoyY",Sun Jan 16 23:07:37 +0000 2022,0,1,https://twitter.com/AmitayYaniv/status/1482852068788424710,i like will rebuy jan 24 taxes sale but im long i think meta uses will take very long and should benefit in real world products as the meta awareness stimulate creativity
272,ADBE,273,"The most profitable companies in my portfolio by metric:  Gross margin: $ADBE(88%), $FVRR(83%), $CRM(74%)  EBITDA margin: $TXN(51%), $MSFT(48%), $ADBE(41%)  NetIncome margin: $TXN(41%), $MSFT(38%), $BLK(31%)  Show me yours 👀 https://t.co/qKncMexB94",Mon Jan 17 20:43:43 +0000 2022,0,20,https://twitter.com/stonkmetal/status/1483178239682097156,the most profitable companies in my portfolio by metric
274,ADBE,275,Stock Chart Reviews – Snapshots of Digital Lows and Material Highs https://t.co/ex9d3mTrMx (video) https://t.co/ovlmNNbAW6 (blog) $CLOU $MDB $NET $DKNG $SQ $TWLO $ADBE $AMAT $BHP $RIO $CAT $CELH $EWZ $GDDY $GOOG $INTC $ISRG $NFLX $ORCL $RPD $SAM $SPLK https://t.co/oNY5ATI2Eh,Mon Jan 17 07:36:00 +0000 2022,0,1,https://twitter.com/DrDuru/status/1482980006456352768,stock chart reviews snapshots of digital lows and material highs video blog
277,ADBE,278,"$ADBE in Uptrend: price may jump up because it broke its lower Bollinger Band on January 5, 2022. View odds for this and other indicators: https://t.co/zDlb3JGMYX #Adobe https://t.co/y8LRPyF2wL",Mon Jan 17 21:14:30 +0000 2022,0,0,https://twitter.com/Tickeron/status/1483185987941388288,in uptrend price may jump up because it broke its lower bollinger band on january 5 2022 view odds for this and other indicators
278,ADBE,279,$ADBE open interest for maturity 01/21/2022. High put=570.00 High call=570.00 PutCallRatio=1.30 #maxpain #options https://t.co/obkEJGTbCq https://t.co/vRrZlzzMxl,Mon Jan 17 01:32:02 +0000 2022,0,0,https://twitter.com/optioncharts/status/1482888409987395587,open interest for maturity 01212022 high put57000 high call57000 putcallratio130
280,ADBE,281,$ADBE Bullish pattern building. Chart by https://t.co/6vnULU2sSf https://t.co/Ad2RegDLxb,Mon Jan 17 16:17:12 +0000 2022,0,0,https://twitter.com/ShogunTrade/status/1483111170366132226,bullish pattern building chart by
281,ADBE,282,"Bern: “While both #ADBE and #CRM could see upside it is, we believe, #MSFT that is best positioned to be a big winner from the metaverse,” he wrote. “In fact, even the journey from concepts to reality will be beneficial for software and especially #MSFT” https://t.co/X5e103EAUc",Mon Jan 17 05:12:36 +0000 2022,0,9,https://twitter.com/TanArrowz/status/1482943919079837698,bern while both and could see upside it is we believe that is best positioned to be a big winner from the metaverse he wrote in fact even the journey from concepts to reality will be beneficial for software and especially
282,ADBE,283,$ADBE Data indicates that the overall analyst  sentiment for ADBE  is bearish.  Simplify the way you research stocks with our free app.  https://t.co/ldqOqHnQfv,Mon Jan 17 01:05:00 +0000 2022,0,0,https://twitter.com/invescent/status/1482881609456103427,data indicates that the overall analyst
284,ADBE,285,"The most profitable companies in my portfolio by metric (last Q):  Gross margin: $ASAN (90%) $ADBE(88%), $ABNB &amp; $KIND (86%)  EBITDA margin: $NVDA (42%) $ADBE (41%) $ABNB (40%), $ASML (39%)  Net Income margin: $ABNB (37%), $NVDA (35%), $ZM (32%), $ADBE &amp; $ASML (31%)",Mon Jan 17 21:32:56 +0000 2022,0,5,https://twitter.com/SamMeciar/status/1483190627105976321,the most profitable companies in my portfolio by metric last q
285,ADBE,286,$ADBE down on 300% volume - $NIO down on 60% Average Volume - you get the picture?,Mon Jan 17 13:26:00 +0000 2022,0,2,https://twitter.com/trndtrader/status/1483068085007532038,down on 300 volume down on 60 average volume you get the picture
292,ADBE,293,$ADBE - down a lot and comparatively lesser compared to $MSFT etc. Added few more shares to build my position - I think there is very less downside left to upside risk-it's all about this yield story. Adobe is solid Co with earnings now closer to more respectful multiple https://t.co/RdE7sHl1hb,Tue Jan 18 21:03:55 +0000 2022,0,0,https://twitter.com/JackTrader7/status/1483545711064936450,down a lot and comparatively lesser compared to etc added few more shares to build my position i think there is very less downside left to upside riskits all about this yield story adobe is solid co with earnings now closer to more respectful multiple
294,ADBE,295,Stock Chart Reviews – Snapshots of Digital Lows and Material Highs https://t.co/ex9d3mTrMx (video) https://t.co/ovlmNNbAW6 (blog) $CLOU $MDB $NET $DKNG $SQ $TWLO $ADBE $AMAT $BHP $RIO $CAT $CELH $EWZ $GDDY $GOOG $INTC $ISRG $NFLX $ORCL $RPD $SAM $SPLK https://t.co/ZyOnMinkV7,Tue Jan 18 14:07:02 +0000 2022,2,1,https://twitter.com/DrDuru/status/1483440802009387015,stock chart reviews snapshots of digital lows and material highs video blog
295,ADBE,296,"$ADBE 973 shares is a nice chunk 🧐  Other than a board member at Adobe, Laura Desmond is also Founder and CEO of Eagle Vista Partners, a strategic advisory and investment firm focused on marketing and digital technology.  Probably knows a thing or two about the business… https://t.co/h8rZx813W0",Tue Jan 18 11:30:43 +0000 2022,0,1,https://twitter.com/gilgalanti/status/1483401462717849604,973 shares is a nice chunk
296,ADBE,297,"🎯Another week went pretty well   ✅Big or small ,Gain is what it matters  Congratulations to all the members of our ChatRoom📈  $ADBE   $PLTR   $AMZN   $SHOP    $MRNA $NOK $OXY $GNUS $KNDI  $KTOV $TSLA $NIO $SPY $V $ICP https://t.co/CBQ0Gl0pJp",Tue Jan 18 14:54:33 +0000 2022,0,1,https://twitter.com/Heisenb79883035/status/1483452760054026252,another week went pretty well
298,ADBE,299,Weekly watchlist 1/18 $NKE looking at a bull candle reversal on the DAILY &gt;148.81 &lt;147.75 $BA playing an inside bar &gt;226.43 &lt;223.58 $ADBE &gt;522.53 &lt;517.81 $EBAY Double Bottom pattern on the daily &gt;63.85 &lt;62.82  #Stocks #StockMarket #StockMarkets #StockNew… https://t.co/L7lALtq5Hw https://t.co/c0PaTI7xim,Tue Jan 18 13:06:20 +0000 2022,0,0,https://twitter.com/D_TheTrader/status/1483425524944801793,weekly watchlist 118 looking at a bull candle reversal on the daily gt14881 lt14775 playing an inside bar gt22643 lt22358 gt52253 lt51781 double bottom pattern on the daily gt6385 lt6282
299,ADBE,300,"$ADBE in Uptrend: price may ascend as a result of having broken its lower Bollinger Band on January 5, 2022. View odds for this and other indicators: https://t.co/jqq9htZBQ0 #Adobe https://t.co/c7Ob97kdVf",Tue Jan 18 16:18:47 +0000 2022,0,0,https://twitter.com/Tickeron/status/1483473955646164992,in uptrend price may ascend as a result of having broken its lower bollinger band on january 5 2022 view odds for this and other indicators
301,ADBE,302,"My biggest Aha! moment for enterprise SaaS deals: we closed $200k ARR deal which was the largest at that time, and ‘director’ of IT told me “you are too cheap”🙏 Turned out they are spending tens of millions of dollars to MSFT/ADBE/CRM/etc, so $200k made them “nervous”.",Tue Jan 18 22:31:15 +0000 2022,0,15,https://twitter.com/kzk_mover/status/1483567689599619072,my biggest aha moment for enterprise saas deals we closed arr deal which was the largest at that time and director of it told me you are too cheap turned out they are spending tens of millions of dollars to msftadbecrmetc so made them nervous
306,ADBE,307,#stocknews Analysts Expect Adobe Inc. (NASDAQ:ADBE) Will Post Quarterly Sales of $4.23 Billion https://t.co/6IFBU2K75O https://t.co/HhkKr6EmNW https://t.co/1HbRXbwVMU,Tue Jan 18 10:01:17 +0000 2022,0,0,https://twitter.com/ETFsStockPicker/status/1483378953825894402,analysts expect adobe inc nasdaqadbe will post quarterly sales of billion
307,ADBE,308,#FastMoneyEspresso FINAL CALLS: Liz Young —&gt; buy global health care stocks Steve Weiss —&gt; hold cash Dr J —&gt; buy $MSFT February 310 calls Joe Terranova —&gt; buy $CRWD $ADBE $QQQ https://t.co/FvGSbdLvwk,Wed Jan 19 18:25:34 +0000 2022,0,0,https://twitter.com/Flower_Power_67/status/1483868248412200975,final calls liz young gt buy global health care stocks steve weiss gt hold cash dr j gt buy february 310 calls joe terranova gt buy
308,ADBE,309,"🍀 #CBDL 🍀🚀 HAS BIG NEWS COMING...  🚀CBD Life Sciences, Inc. $CBDL Looking to expand its Hemp Product Line in Europe https://t.co/7kBoGQeIc8  ⏩#Follow👉 @TENAssociates  $TWTR $GS $S $GOOG $DIS  $IBM $MSFT $GOOGL  $BIDU $VZ $ADBE $AMAT $ADSK $AVGO $BABA $CHKP $CSCO $CTXS $CTSH https://t.co/3LvOdhvMh5",Wed Jan 19 15:25:00 +0000 2022,0,0,https://twitter.com/StockOnHighALer/status/1483822808257814532,has big news coming
312,ADBE,313,🔴 Top insider sale on 2022-01-19 🔴  $NXST (-179.99M) $HNI (-10.22M) $TDG (-7.25M) $HUBS (-5.16M) $TENB (-2.93M) $AVT (-2.72M) $MAS (-2.58M) $ADBE (-2.07M) $MRVL (-1.78M) $CALX (-1.32M) $CAT (-1.15M) $YUM (-0.73M)  https://t.co/bp6bvm48Q1 https://t.co/YBKA48Q7M2,Wed Jan 19 23:53:13 +0000 2022,0,2,https://twitter.com/StockseraApp/status/1483950707975802889,top insider sale on 20220119
313,ADBE,314,$ADBE Awaiting Buy Signal on ADBE https://t.co/3XeGjSpZCZ,Wed Jan 19 19:16:07 +0000 2022,0,0,https://twitter.com/ShogunTrade/status/1483880969895657478,awaiting buy signal on adbe
315,ADBE,316,"Wow this is a big change! $ADBE MACD Histogram turned positive on January 18, 2022. #Adobe https://t.co/4C7qTkEhhy https://t.co/QzsD5BhRVm",Wed Jan 19 21:35:52 +0000 2022,0,0,https://twitter.com/Tickeron/status/1483916141236228096,wow this is a big change macd histogram turned positive on january 18 2022
317,ADBE,318,"$ADBE's Aroon indicator drops into Downtrend on January 18, 2022. View odds for this and other indicators: https://t.co/HOouFCypRx #Adobe https://t.co/iQQrIuXOdT",Wed Jan 19 22:29:48 +0000 2022,0,0,https://twitter.com/Tickeron/status/1483929715782012931,aroon indicator drops into downtrend on january 18 2022 view odds for this and other indicators
319,ADBE,320,"$INTU(+3.5%/top 10 $SPX gainer) rebounding after 25% pullback from '21 highs, back to extremely oversold territory(daily/MACD), 200D in play/50% retrace of '21 range, one to watch, #intuit Intuit #software $qqq $msft $adbe $chkp $orcl https://t.co/bsGyNAyxfM",Wed Jan 19 17:56:49 +0000 2022,0,1,https://twitter.com/GarySMorrow/status/1483861013967433729,10 gainer rebounding after 25 pullback from 21 highs back to extremely oversold territorydailymacd 200d in play50 retrace of 21 range one to watch intuit
320,ADBE,321,🌎 Verifying my application for SuperHi Basic Income:  SBI:634b514a-adbe-4faa-bb03-56f2aab7bdd1  https://t.co/GWLKPvMUho,Wed Jan 19 15:25:03 +0000 2022,0,0,https://twitter.com/ChelsDreams/status/1483822823852453892,verifying my application for superhi basic income
321,ADBE,322,While the Nasdaq index now is in a “correction” (down more than 10% vs its high) many techs already are in bear mkts (-20% or more):  $SNAP -58% $SQ -56 $TWTR -54 $CRWD -41 $SNOW -30 $NVDA -28 $CRM -27 $NOW -26 $ADBE -26 $ORCL -22 $FB -17 $MSFT -13 $GOOGL-11 $AAPL-9  Nasdaq -11.5,Wed Jan 19 22:57:00 +0000 2022,1,6,https://twitter.com/tpetruno/status/1483936558382153729,while the nasdaq index now is in a correction down more than 10 vs its high many techs already are in bear mkts 20 or more
322,ADBE,323,$hood seeking $13's The odd thing is some of the most overvalued stocks are green $adbe $wday $akta $snow $panw $crwd $shop,Wed Jan 19 15:43:26 +0000 2022,0,1,https://twitter.com/TraderMtb/status/1483827448714346500,seeking the odd thing is some of the most overvalued stocks are green
323,ADBE,324,Man alive I wish around today to catch this short.  My buddy owes me a quite a few lunches for the miss.  Supports lost and KABOOM  $SPY $SPX $ES $AMZN $GOOGL $CMG $ADBE $FB $NVDA $V $AFRM $EBAY $SE $KO $ETSY $CVS $VIX  Just so easy to see but wasnt around  DAYUM!!!!! https://t.co/2ZljOzZpq1,Thu Jan 20 22:02:27 +0000 2022,0,9,https://twitter.com/dafster17/status/1484285219473559552,man alive i wish around today to catch this short
325,ADBE,326,$ADBE $NVDA banged today. $ROKU sympathy from $NFLX now ITM as well #tendietrain https://t.co/WUoXjUQZe6,Thu Jan 20 22:18:51 +0000 2022,0,0,https://twitter.com/hoodiejg/status/1484289347486732293,banged today sympathy from now itm as well
327,ADBE,328,$ADBE might not be done selling but this area will be revisited my lean is sooner than later https://t.co/zeXzyF85Hj,Thu Jan 20 02:26:41 +0000 2022,0,0,https://twitter.com/BakerofTrades/status/1483989326417608704,might not be done selling but this area will be revisited my lean is sooner than later
328,ADBE,329,$EPAZ is developing a lightweight #VirtualReality (VR) glasses to complement the #AugmentedReality technology for the DeskFlex #Metaverse Virtual Office. #Meta $FB $MSFT $MTTR $ADBE $NVDA $U,Thu Jan 20 16:55:51 +0000 2022,7,26,https://twitter.com/epazz/status/1484208058637115396,is developing a lightweight vr glasses to complement the technology for the deskflex virtual office
329,ADBE,330,$AAPL $ADBE $TSLA $BRK/B $MSFT most are above #VWAP - day trades only - either way - these represent more than 58% of the $NDX $QQQ https://t.co/RRF1SrxF84,Thu Jan 20 16:25:30 +0000 2022,0,0,https://twitter.com/Couzin_Vinny/status/1484200421208043522,most are above day trades only either way these represent more than 58 of the
330,ADBE,331,Current positions: Short -&gt; $LULU $ADBE $TCOM 70% cash,Thu Jan 20 20:33:01 +0000 2022,0,2,https://twitter.com/leader_stocks/status/1484262713140338692,current positions short gt 70 cash
333,ADBE,334,Though today had some pretty ugly price action overall - there were a few names that began new bullish momentum via a bullish MACD cross.  Some notable names: $EA $ADBE $SEE   https://t.co/npkk2lgz1F,Thu Jan 20 03:40:25 +0000 2022,0,7,https://twitter.com/YocumsCharting/status/1484007884967096328,though today had some pretty ugly price action overall there were a few names that began new bullish momentum via a bullish macd cross
336,ADBE,337,"#ADBE #GOOG #Insider_Selling #MRVL #News 4 Stocks Insiders Are Selling: Alphabet, Adobe And More https://t.co/RHmKvOkYMq https://t.co/HhkKr6EmNW https://t.co/4K2UUFqVjE",Thu Jan 20 12:33:07 +0000 2022,0,0,https://twitter.com/ETFsStockPicker/status/1484141940077563904,_selling 4 stocks insiders are selling alphabet adobe and more
337,ADBE,338,#Options Flow Grid Update $ADBE #OptionsTrading #adobe Shares ⬆️2.53% to $529.64 #OptionsFlow #optiontrading #digitalmedia #stocks #stock #StockMarket #investing #Investment https://t.co/I8hjTlEqg3 https://t.co/Pis2VAMUPp https://t.co/rDtlDBwEvp,Thu Jan 20 15:06:17 +0000 2022,0,0,https://twitter.com/OptionsProVol/status/1484180484972158990,flow grid update shares 253 to
342,ADBE,343,Profits from $NVDA $ADBE today &lt;3 https://t.co/pIZWqVVnCd,Fri Jan 21 15:58:32 +0000 2022,0,3,https://twitter.com/hoodiejg/status/1484556022492635141,profits from today lt3
344,ADBE,345,so many good buys out there...  $ADBE $INTU $VRNO $CSU.to $TRUL https://t.co/1j8R03c5QD,Fri Jan 21 15:06:13 +0000 2022,0,11,https://twitter.com/CCVisuals_/status/1484542858178793475,so many good buys out there
345,ADBE,346,"If in the mood for dumpster diving, this list of software names is a decent starting point. Except for $ZM and some OTM put sales in $ADBE and $NET , none of the others are in range for me yet. $SPY $QQQ $IWM https://t.co/N7vlx1m4R4",Fri Jan 21 19:06:32 +0000 2022,1,15,https://twitter.com/FZucchi/status/1484603335734878213,if in the mood for dumpster diving this list of software names is a decent starting point except for and some otm put sales in and none of the others are in range for me yet
346,ADBE,347,"$ADBE Haven't looked at this for a while. Played out nicely, didn't it? Downward action looks corrective, but suggests more correcting is needed. Once this finds a bottom, we can start making the B wave. https://t.co/EePkCvE8DF",Fri Jan 21 08:56:22 +0000 2022,0,6,https://twitter.com/Barkworth17/status/1484449782370381824,havent looked at this for a while played out nicely didnt it downward action looks corrective but suggests more correcting is needed once this finds a bottom we can start making the b wave
348,ADBE,349,Show some love to the tiktok! $NVDA $ADBE $ROKU $SPY $QQQ $TSLA https://t.co/3Dl3oeZ8tv Options gang ❤️🙏,Fri Jan 21 04:41:11 +0000 2022,0,1,https://twitter.com/hoodiejg/status/1484385562119184386,show some love to the tiktok options gang
354,ADBE,355,$ADBE [Adobe]: Deutsche Bank Maintains Buy Lowers Price Target $715 --&gt; 660   Sign-up free for beta ver.:https://t.co/WnUoHPObTm  charts: courtesy of finviz https://t.co/xc53h4jLFD,Fri Jan 21 15:00:29 +0000 2022,0,0,https://twitter.com/Jarvis_Alerts/status/1484541413819916290,adobe deutsche bank maintains buy lowers price target gt 660
355,ADBE,356,Top Bullish Flow (a/o12:24pmEST): $NFLX $AMZN $BA $IBM $ADBE 😘 #StayGreen #BlackBoxStocks #stocks #stockstowatch #trading #DayTrading #WallStreet #StockMarket #money  Get 20% Off Of Your 1st Month: https://t.co/kEKktNi9wh https://t.co/mZZoJA6Iwf,Fri Jan 21 17:25:44 +0000 2022,1,0,https://twitter.com/mchaudhry82/status/1484577970404614144,top bullish flow ao1224pmest
356,ADBE,357,"$ADBE's Aroon indicator drops into Downtrend on January 20, 2022. View odds for this and other indicators: https://t.co/Y4RqWARSkw #Adobe https://t.co/SewXUUun9M",Fri Jan 21 08:34:59 +0000 2022,0,0,https://twitter.com/Tickeron/status/1484444402252587009,aroon indicator drops into downtrend on january 20 2022 view odds for this and other indicators
357,ADBE,358,$ADBE's in Uptrend: Moving Average Convergence Divergence (MACD) Histogram crosses above signal line. View odds for this and other indicators: https://t.co/eCeSrLm5Br #Adobe https://t.co/9IzqcDGD7w,Fri Jan 21 02:30:19 +0000 2022,0,0,https://twitter.com/Tickeron/status/1484352628859437060,in uptrend moving average convergence divergence macd histogram crosses above signal line view odds for this and other indicators
358,ADBE,359,#Options Flow Grid Update $ADBE #OptionsTrading #adobe Shares 🔻0.07% to $510.44 #OptionsFlow #optiontrading #digitalmedia #stocks #stock #StockMarket #investing #Investment https://t.co/B7BWRcVOEf https://t.co/JcBuPnKQZU https://t.co/60Q3iSrJ96,Fri Jan 21 15:58:16 +0000 2022,0,0,https://twitter.com/TickwatcherMF/status/1484555955647877120,flow grid update shares 007 to
360,ADBE,361,$ADBE Adobe Inc valuations are now very attractive. https://t.co/3IXa8yv4PJ,Sat Jan 22 13:52:56 +0000 2022,0,1,https://twitter.com/meet_478/status/1484886805237628931,adobe inc valuations are now very attractive
361,ADBE,362,Played $ADBE a few times this week. Under 499 will see 470 https://t.co/90Avfdm8wa,Sat Jan 22 04:33:24 +0000 2022,0,0,https://twitter.com/hoodiejg/status/1484745993174360064,played a few times this week under 499 will see 470
362,ADBE,363,$ADBE #ADBE engaged SHORT from our Daily Focus List on 12/17/21 using this Break below the UT line with bearish MACD price pattern. The January 600 puts paid out +98% https://t.co/CFQr0cNBsB,Sat Jan 22 14:48:51 +0000 2022,0,1,https://twitter.com/Fitzstock2004/status/1484900873478324227,engaged short from our daily focus list on 121721 using this break below the ut line with bearish macd price pattern the january 600 puts paid out 98
363,ADBE,364,The $EPAZ DeskFlex #Metaverse #Virtual Office will enable remote and in-office employees to meet each other’s #3D avatars and allow gestures to touch virtual objects through the multiple cameras and #sensors of the VR glasses. #Meta $FB $MSFT $MTTR $ADBE $NVDA $U,Sat Jan 22 18:02:04 +0000 2022,2,26,https://twitter.com/epazz/status/1484949500166823943,the deskflex office will enable remote and inoffice employees to meet each others avatars and allow gestures to touch virtual objects through the multiple cameras and of the vr glasses
371,ADBE,372,"Fascinated by $AMZN. Put COST/NKE/LULU/W/ETSY EBITDA multiple on AMZN Retail, get AWS for 6x EBIT &amp; 1.5x revs. That's AWS for 1/3 value of ORCL/SAP for 5x growth rate. Or put ADBE/CRM multiple on AWS (26x EBIT, 7x rev), get retail for TGT/WMT EBITDA (10x) for 3x+ growth.",Sat Jan 22 19:56:17 +0000 2022,0,3,https://twitter.com/slovak83/status/1484978243438628870,fascinated by put costnkeluluwetsy ebitda multiple on amzn retail get aws for 6x ebit amp 15x revs thats aws for 13 value of orclsap for 5x growth rate or put adbecrm multiple on aws 26x ebit 7x rev get retail for tgtwmt ebitda 10x for 3x growth
372,ADBE,373,Top 3 Metaverse Stocks You Need To Buy For 2022 And Beyond $INTC $NVDA $FB Also $AMD $ADBE https://t.co/d6gd3Fn57d,Sat Jan 22 18:15:41 +0000 2022,1,0,https://twitter.com/TalkMarkets/status/1484952925692739588,top 3 metaverse stocks you need to buy for 2022 and beyond also
373,ADBE,374,"#Adobe $ADBE declared Bottom-line grew on the Slower Pace in the fourth quarter of 2021 earnings season #Markets on https://t.co/savSNTKlN1: ADBE announced earnings per share of $2.57 and Sales of $3.94 BIL in the Q4 of 2021, Company's earnings per share… https://t.co/RfRBuevnMt",Sat Jan 22 10:56:03 +0000 2022,0,0,https://twitter.com/CSIMarket/status/1484842288702377987,declared bottomline grew on the slower pace in the fourth quarter of 2021 earnings season on adbe announced earnings per share of and sales of bil in the q4 of 2021 companys earnings per share
376,ADBE,377,"$ADBE has significantly lagged the Nasdaq during the last three months. The stock went from $688 to $499. Company regularly puts up +30% ROACE, this is starting to feel like a really good place to buy some. https://t.co/8MFiwUCap8",Sun Jan 23 18:18:23 +0000 2022,0,5,https://twitter.com/MrInvestment3/status/1485315994008629255,has significantly lagged the nasdaq during the last three months the stock went from to company regularly puts up 30 roace this is starting to feel like a really good place to buy some
379,ADBE,380,We are looking for a bonds of JP Morgan Chase Bank or Wells Fargo Bank. If you have a #bonds of these #banks registered on #Euroclear #Bloomberg we can buy it or put at PPP. We need KYC to move forward. Full info by DM. #JPMorgan #Finance #TREASURE $NXST $HNI $TDG $AVT $MAS $ADBE https://t.co/f16KdMu9si,Sun Jan 23 15:27:06 +0000 2022,0,2,https://twitter.com/Alla92490007/status/1485272888055934981,we are looking for a bonds of jp morgan chase bank or wells fargo bank if you have a of these registered on we can buy it or put at ppp we need kyc to move forward full info by dm
380,ADBE,381,"$ADBE's Aroon indicator drops into Downtrend on January 20, 2022. View odds for this and other indicators: https://t.co/LVgE3ayfzZ #Adobe https://t.co/EUt3jlKFOb",Sun Jan 23 09:53:15 +0000 2022,0,0,https://twitter.com/Tickeron/status/1485188872522719232,aroon indicator drops into downtrend on january 20 2022 view odds for this and other indicators
382,ADBE,383,Adbe has been poor since the first day..Just vibes and inshallah,Sun Jan 23 20:55:15 +0000 2022,2,2,https://twitter.com/SirrrJJ/status/1485355472899264518,adbe has been poor since the first dayjust vibes and inshallah
383,ADBE,384,Adbe just got yelled at by Xavi and Braithwaite started warming up right after 😬,Sun Jan 23 20:24:26 +0000 2022,0,1,https://twitter.com/McLovinnnSports/status/1485347716045672457,adbe just got yelled at by xavi and braithwaite started warming up right after
384,ADBE,385,So I am looking at $estc and other beaten up SAAS names. How do ppl get comfortable with operating leverage on SG&amp;A? What are good examples of SAAS biz going from burning cash to hitting those +30% operating margins? (I don't expect they'll all be monopoly-like ala $adbe &amp; $adsk),Sun Jan 23 07:39:55 +0000 2022,1,8,https://twitter.com/kab604/status/1485155318397128707,so i am looking at and other beaten up saas names how do ppl get comfortable with operating leverage on sgampa what are good examples of saas biz going from burning cash to hitting those 30 operating margins i dont expect theyll all be monopolylike ala amp
385,ADBE,386,"Anyone can make predictions. What matters is the $$$ where the mouth is? Buy stock that goes up. Why not short stock that goes down? Jan 21, 2022 $ADBE 499.91 and dropping to 299 is a lot of coins.",Sun Jan 23 18:35:31 +0000 2022,0,1,https://twitter.com/fortune8/status/1485320304775688193,anyone can make predictions what matters is the $$$ where the mouth is buy stock that goes up why not short stock that goes down jan 21 2022 49991 and dropping to 299 is a lot of coins
386,ADBE,387,One of my favorite tech stocks to analyze is $ADBE.  Most oversold it’s been in 9 years  RSI preparing to go under 50   MACD declining for first time since 10/2019  Is the top in or is this a buying opportunity ⏳  Key levels  $501 -&gt; $495 -&gt; $487 -&gt; $478  $469 -&gt; $457 -&gt; $443,Sun Jan 23 16:31:38 +0000 2022,0,0,https://twitter.com/mainstreetcalls/status/1485289130879766533,one of my favorite tech stocks to analyze is
388,ADBE,389,"Any one own or know a lot about the following company’s: $ADBE $ETSY $ADSK  Would love to know different perspectives: the good, bad, and ugly.   #fintech #finance",Sun Jan 23 22:46:46 +0000 2022,0,0,https://twitter.com/Capital4Value/status/1485383535812767745,any one own or know a lot about the following companys
389,ADBE,390,Outperforming The S&amp;P 500 By Trading The Top 10 Stocks From 40 Large Hedge Funds: Trading Update 1/22/2.. $AAPL $ADBE $ALGN $AMT $AMZN https://t.co/2Z6bRZyPDH,Sun Jan 23 16:43:22 +0000 2022,0,0,https://twitter.com/newsfilterio/status/1485292083011280897,outperforming the sampp 500 by trading the top 10 stocks from 40 large hedge funds trading update 1222
390,ADBE,391,SweepCast alerted: $ADBE with Unusual Options Activity Alerted on $680 CALL Expiring: 01-20-2023 worth 75K🐂 |🥇  The trade has a sentiment of BULLISH | https://t.co/pSB4hAOvHI or Premium Room ➡️  #daytradingtips,Sun Jan 23 15:30:10 +0000 2022,0,0,https://twitter.com/SweepCastApp/status/1485273661468782594,sweepcast alerted with unusual options activity alerted on call expiring 01202023 worth 75k
391,ADBE,392,$adbe Real price will come out soon; Follow price targets...           ✅✅ https://t.co/wFWSLhqyhB,Sun Jan 23 14:15:00 +0000 2022,0,0,https://twitter.com/Robinso47148326/status/1485254743266308102,real price will come out soon follow price targets
392,ADBE,393,$AMZN It is curious to see that analysts recommended buying at $3600. Where are they? Same ting for $NVDA or $ADBE,Sun Jan 23 17:47:29 +0000 2022,0,0,https://twitter.com/JumpyStocks/status/1485308219371175948,it is curious to see that analysts recommended buying at where are they same ting for or
395,ADBE,396,$EPAZ DeskFlex #Metaverse Virtual Office assists its Corporate and Government clients to manage their #hybrid workforce enabling a unique way of #work collaboration. #Meta $FB $MSFT $MTTR $ADBE $NVDA $U https://t.co/QYGd4FMn0B,Mon Jan 24 18:04:15 +0000 2022,4,21,https://twitter.com/epazz/status/1485674823225380869,deskflex virtual office assists its corporate and government clients to manage their workforce enabling a unique way of collaboration
397,ADBE,398,"$Adbe has been on my watch list for over a year...saw the recent movement, and so when I went to review some News and information my trading platform asked if I wanted the info as pdf. I took it as a sign from G-d or @TMFJMo so finally @TMFChrisHill https://t.co/6sGBjzf4tm",Mon Jan 24 17:37:00 +0000 2022,0,2,https://twitter.com/NeilNRockville/status/1485667967190904834,has been on my watch list for over a yearsaw the recent movement and so when i went to review some news and information my trading platform asked if i wanted the info as pdf i took it as a sign from gd or so finally
398,ADBE,399,I wrote down triggers for $ADBE wrong and had it higher when it was supposed to be 499.91 to the upside not 508.50… Man I missed this massive move since it keeps moving… https://t.co/K5pd9Q80T2,Mon Jan 24 19:43:34 +0000 2022,0,0,https://twitter.com/Mo_TheTrader/status/1485699819125436418,i wrote down triggers for wrong and had it higher when it was supposed to be 49991 to the upside not 50850 man i missed this massive move since it keeps moving
399,ADBE,400,$ADBE - added more at this base turning pt. Holding good among this tech sell off as this already sold off and good fwd PE now https://t.co/jsQPTyVrg0,Mon Jan 24 20:26:10 +0000 2022,0,0,https://twitter.com/JackTrader7/status/1485710539061747712,added more at this base turning pt holding good among this tech sell off as this already sold off and good fwd pe now
402,ADBE,403,🦊 ADBE Call Volume: 2247 Open Interest: 154 Volume USD:  6.563.206 Underlying price: 508.49 Last Option Price: 28.5 $ADBE #ADBE 🦊 https://t.co/rEmQJAa9Li,Mon Jan 24 20:08:01 +0000 2022,0,0,https://twitter.com/Zack_Finds/status/1485705970345029638,adbe call volume 2247 open interest 154 volume usd
